y,round
0.10441867784406851,0
0.0952688554790065,0
0.07322386249470691,0
0.01831563888873418,0
0.05589185226691047,0
0.1503361472751912,0
0.09096510738769249,0
0.06887213720101631,0
0.11664585450467763,0
0.10219262482930222,0
0.6076951799264798,0
0.11265519404718635,0
0.1380877712781382,0
0.05510156809955986,0
0.01831563888873418,0
0.0700162876537273,0
1.1224211176842547,0
0.5410476770007754,0
0.20833322720224198,0
0.09527455661242526,0
0.13589534837894293,0
0.4110852646250451,0
0.07998587698592058,0
0.10757464254441368,0
0.10796772301517683,0
0.16561010957193947,0
0.0686050819644709,0
0.01831563888873418,0
0.07227163877042915,0
0.01831563888873418,0
0.40161134111477453,0
0.15358301677781433,0
0.07298541140310091,0
0.19427012022281567,0
0.01831563888873418,0
0.08128481069843775,0
0.36448298771231946,0
0.11776851409822466,0
0.12170132220645688,0
0.09415297286834023,0
0.01831563888873418,0
0.30151380750991114,0
0.1438917026500987,0
0.07609561061698379,0
0.08306626330064787,0
0.7709257188035176,0
0.10177147890393949,0
0.01831563888873418,0
0.11820668469230344,0
0.1185677226033004,0
0.11833755080862517,0
0.07559338092578348,0
0.1093818388232305,0
0.03726656901610493,0
1.5367522408423446,0
0.01831563888873418,0
0.04759674255371013,0
0.01831563888873418,0
0.0760949263204934,0
0.01831563888873418,0
0.18068972113448156,0
0.10001050387924333,0
0.25539783905050273,0
0.07626456754257224,0
0.06080012261288359,0
0.01831563888873418,0
0.05043857564643898,0
0.0815450180622381,0
0.01831563888873418,0
0.11950342646435497,0
0.0797770139155157,0
0.01831563888873418,0
0.01831563888873418,0
0.01831563888873418,0
1.3944682583371684,0
0.05543571911773685,0
0.5206665172267769,0
0.11641609099251542,0
0.11950342646435497,0
0.01831563888873418,0
0.05003229104545657,0
0.1685039524058915,0
0.19184015263195314,0
0.04444213077195335,0
0.14697319905048958,0
0.07252355026610668,0
0.06289822387982155,0
0.11879937959990688,0
0.01831563888873418,0
0.15764756963831925,0
0.09597343947228101,0
0.0851723968300929,0
0.1056251145481685,0
0.6605573751090154,0
0.01831563888873418,0
0.06397453938756305,0
0.07311834673162246,0
0.09653504784378028,0
0.33998210763409464,0
0.01831563888873418,0
0.11797232509095208,1
1.4719088053911815,1
0.35091629679848957,1
0.01831563888873418,1
0.07869932174681192,1
0.16945087866788688,1
0.06324277057108105,1
0.01831563888873418,1
0.08641378257109873,1
0.07797832254320208,1
0.06918158960748232,1
0.10515567053290466,1
0.18017092714551428,1
0.08195076631397798,1
0.048186573470156605,1
0.12485136738407203,1
0.053726699360011794,1
